STN---,WBAN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,weather_alert
10010,99999,20200818,38.9,36.7,1011.4,1010.2,7.9,18.5,34.0,42.9,50.7,36.9,0.02,,110000,1
10010,99999,20200819,38.8,36.8,1011.2,1010.0,7.0,15.6,23.5,36.3,40.5,37.6,0.04,,10000,1
10010,99999,20200820,40.5,37.5,1011.1,1009.9,13.3,8.5,22.0,28.9,46.0,37.0,0.01,,100000,1
10010,99999,20200821,38.8,36.0,1009.9,1008.7,23.5,9.2,15.0,21.6,41.0,37.8,0.0,,0,0
10010,99999,20200822,39.5,36.9,1004.7,1003.5,17.5,17.7,27.4,37.5,41.2,37.9,0.0,,110000,1
10010,99999,20200823,39.7,36.8,1006.4,1005.2,10.3,21.3,26.0,34.6,41.0,38.7,0.03,,10000,1
10010,99999,20200824,40.1,37.0,1008.2,1007.0,25.4,18.8,24.9,34.8,43.9,36.9,0.01,,0,1
10010,99999,20200825,36.6,34.0,1009.8,1008.6,17.2,4.5,11.5,23.5,39.6,35.2,0.0,,0,0
10010,99999,20200826,39.5,35.2,1009.3,1008.1,15.2,8.0,17.3,26.6,44.6,34.9,0.0,,0,1
10010,99999,20200827,41.5,33.4,1010.2,1009.0,21.7,5.8,17.9,23.7,44.2,37.8,0.0,,100000,1
10010,99999,20200828,40.9,34.7,1010.9,1009.7,28.5,7.3,20.6,26.0,44.6,36.1,0.0,,100000,1
10010,99999,20200829,38.3,31.9,1014.1,1012.9,28.0,13.5,18.3,32.6,44.6,37.0,0.0,,0,1
10010,99999,20200830,41.5,36.1,1006.5,1005.3,21.3,13.2,23.7,30.5,44.8,38.7,0.0,,10000,1
10010,99999,20200831,38.0,35.3,1008.9,1007.7,18.3,9.1,18.6,24.9,43.3,35.2,0.02,,10000,1
10010,99999,20200901,43.3,42.8,998.0,996.9,0.5,8.1,15.9,24.5,44.4,37.6,0.55,0.8,10000,1
10010,99999,20200902,42.5,42.2,994.3,993.2,0.2,5.9,11.7,16.7,44.6,39.7,0.83,,110000,1
10010,99999,20200903,41.3,39.7,991.2,990.1,6.3,27.4,32.1,44.3,46.0,38.1,0.0,,110000,1
10010,99999,20200904,39.2,37.6,,998.7,3.6,26.4,34.0,45.8,42.3,37.8,0.11,,10000,1
10010,99999,20200905,37.3,34.6,1005.2,1004.0,8.8,20.9,30.9,38.5,38.7,36.3,0.12,,10000,1
10010,99999,20200906,38.2,35.8,1005.7,1004.5,15.2,6.2,12.0,14.4,42.1,34.7,0.0,,10000,1
10010,99999,20200907,42.5,40.4,983.0,981.9,8.3,18.4,28.7,44.7,46.6,40.3,0.12,0.4,10000,1
10010,99999,20200908,39.5,37.5,984.3,983.2,4.4,17.0,33.4,49.9,44.8,34.7,0.21,,110000,1
10010,99999,20200909,36.9,34.6,994.5,993.4,2.2,26.6,33.2,48.8,38.8,34.7,0.73,1.6,10000,1
10010,99999,20200910,34.3,30.8,1001.8,1000.6,9.4,15.0,28.7,42.2,36.5,32.7,1.41,,11000,1
10010,99999,20200911,38.8,36.2,995.4,994.3,26.4,14.0,25.8,40.2,42.6,34.5,0.01,,11000,1
10010,99999,20200912,39.4,38.1,991.0,989.9,2.4,27.2,33.8,50.1,41.2,38.5,0.02,,10000,1
10010,99999,20200913,36.5,32.9,1002.4,1001.2,12.1,25.0,28.9,45.3,39.9,33.1,0.34,,10000,1
10010,99999,20200914,34.4,29.9,1016.7,1015.5,16.0,14.2,21.8,33.6,36.3,33.1,0.0,,11000,1
10010,99999,20200915,36.0,32.4,1020.9,1019.7,21.0,7.3,13.0,17.3,40.8,31.1,0.0,,11000,1
10010,99999,20200916,39.1,37.2,1018.0,1016.8,10.8,12.5,19.6,25.8,42.3,35.4,0.21,,10000,1
10010,99999,20200917,41.5,39.7,1000.2,999.1,5.3,13.5,21.4,32.4,44.2,37.4,0.19,,10000,1
10010,99999,20200918,34.1,30.1,1008.4,1007.2,17.4,9.0,18.3,39.6,43.9,29.8,0.04,,10000,1
10010,99999,20200919,39.2,36.9,1002.7,1001.6,9.5,8.3,19.2,27.6,43.7,29.8,0.09,0.4,10000,1
10010,99999,20200920,34.9,31.1,989.5,988.4,6.7,9.9,30.7,40.2,42.8,31.5,0.27,,11000,1
10010,99999,20200921,33.4,30.3,985.9,984.7,6.6,21.2,35.4,47.0,36.5,31.1,0.01,,11000,1
10010,99999,20200922,33.7,30.2,995.1,993.9,6.8,14.7,27.6,40.0,34.9,32.2,0.09,,11000,1
10010,99999,20200923,35.3,33.5,995.1,993.9,,20.7,33.2,45.6,37.8,32.9,0.0,,10000,1
10010,99999,20200924,33.6,25.9,1008.9,1007.7,29.6,17.7,26.2,40.8,34.7,32.5,0.4,,1000,1
10010,99999,20200925,33.1,24.0,1013.2,1012.0,34.1,10.3,18.8,28.2,35.4,31.8,0.0,,1000,1
10010,99999,20200926,37.1,32.6,1010.6,1009.4,12.3,11.4,17.3,31.7,40.5,31.6,0.05,,10000,1
10010,99999,20200927,41.0,40.2,1006.3,1005.1,3.5,13.6,21.4,29.1,41.9,39.9,0.04,0.8,10000,1
10010,99999,20200928,40.7,39.7,999.2,998.0,4.5,10.7,18.3,24.7,42.1,39.6,0.98,0.4,10000,1
10010,99999,20200929,37.9,35.0,996.9,995.7,7.4,15.6,27.4,41.0,42.1,35.8,1.09,,10000,1
10010,99999,20200930,37.7,34.7,1012.8,1011.6,15.1,11.6,18.8,24.7,41.9,35.1,0.02,,10000,1
10010,99999,20201001,42.1,39.0,1016.0,1014.8,14.7,17.2,26.8,39.2,44.4,37.9,0.04,,10000,1
10010,99999,20201002,41.9,41.2,1016.0,1014.8,1.5,6.0,15.3,22.9,44.8,39.0,0.06,,100000,1
10010,99999,20201003,42.6,41.7,1011.7,1010.5,3.6,6.0,13.8,18.8,47.8,39.0,0.02,,110000,1
10010,99999,20201004,43.7,41.9,1013.4,1012.2,3.6,5.9,12.6,21.0,49.6,39.7,0.01,,100000,1
10010,99999,20201005,44.4,42.0,1009.1,1007.9,12.9,4.7,10.5,18.6,46.0,42.8,0.0,,0,0
10010,99999,20201006,43.3,41.9,1006.8,1005.6,3.7,7.7,17.1,21.2,45.7,41.5,0.0,,110000,1
10010,99999,20201007,40.9,38.8,1004.9,1003.7,5.9,7.8,23.3,29.5,45.7,37.4,0.03,,0,1
10010,99999,20201008,40.6,38.3,998.7,997.5,5.0,26.8,33.4,44.9,48.2,37.8,0.0,,100000,1
10010,99999,20201009,37.3,35.8,1007.6,1006.4,2.0,28.8,32.6,46.0,39.0,35.4,0.02,,10000,1
10010,99999,20201010,32.0,27.3,1023.4,1022.2,15.5,17.6,24.5,38.1,36.5,30.0,0.03,,11000,1
10010,99999,20201011,30.0,24.1,1025.8,1024.6,17.5,6.3,12.0,18.1,31.6,28.6,0.01,,1000,1
10010,99999,20201012,35.1,31.2,1020.9,1019.7,20.2,9.9,17.1,21.6,39.4,30.4,0.0,,10000,1
10010,99999,20201013,35.9,32.2,1018.6,1017.4,12.8,8.4,18.1,28.9,39.4,34.0,0.08,,10000,1
10010,99999,20201014,34.2,32.2,1026.5,1025.3,13.1,2.1,6.0,23.9,36.7,31.6,0.0,,0,0
10010,99999,20201015,40.5,35.5,1028.8,1027.6,8.8,9.9,20.0,26.2,46.8,34.2,0.02,,100000,1
10010,99999,20201016,33.9,29.3,1027.2,1026.0,7.1,21.1,28.0,40.6,46.9,27.5,0.0,,11000,1
10010,99999,20201017,28.9,25.5,1034.1,1032.9,4.7,13.8,25.1,36.7,30.2,27.3,0.06,,10000,1
10010,99999,20201018,32.0,25.8,1027.9,1026.7,25.9,7.3,16.3,20.2,34.9,27.3,0.02,,0,1
10010,99999,20201019,32.1,25.8,1027.4,1026.2,9.7,9.1,12.4,17.9,33.4,30.6,0.0,,0,0
10010,99999,20201020,30.1,26.0,1019.1,1017.9,11.2,8.7,13.6,17.5,32.0,26.6,0.02,,1000,1
10010,99999,20201021,29.5,25.4,1012.4,1011.2,13.9,3.2,8.7,10.3,34.3,25.0,0.0,,1000,1
10010,99999,20201022,30.6,27.7,1008.5,1007.3,11.9,6.0,13.0,17.1,34.3,26.1,0.08,,100000,1
10010,99999,20201023,31.7,29.1,1007.3,1006.1,14.9,5.7,11.7,14.0,36.1,26.1,0.0,,1000,1
10010,99999,20201024,35.3,32.1,1007.2,1006.0,18.1,11.9,16.9,21.6,37.6,31.8,0.01,,0,1
10010,99999,20201025,37.3,29.1,1005.0,1003.8,17.6,15.8,21.8,37.9,38.5,33.8,0.01,,0,1
10010,99999,20201026,34.4,28.3,999.1,997.9,17.6,18.8,25.1,37.7,37.4,33.1,0.0,,0,1
10010,99999,20201027,32.3,27.4,999.7,998.5,8.6,16.0,21.6,28.4,34.2,30.7,0.01,,11000,1
10010,99999,20201028,28.0,20.9,1003.6,1002.4,14.7,15.2,22.5,31.7,31.6,24.6,0.02,,0,1
10010,99999,20201030,36.8,33.4,1000.0,998.8,,19.1,23.3,30.1,37.9,34.5,0.0,,0,1
10010,99999,20201031,38.3,37.1,992.8,991.7,2.2,13.8,24.1,30.9,39.7,36.5,0.08,,110000,1
10010,99999,20201101,39.9,38.5,976.5,975.4,2.4,21.4,33.0,46.2,41.5,37.6,0.09,0.4,10000,1
10010,99999,20201102,40.4,38.2,970.1,969.0,3.9,13.2,23.9,30.9,43.3,36.7,0.25,,10000,1
10010,99999,20201103,35.4,33.3,984.1,983.0,5.3,15.4,25.3,43.3,39.7,31.8,0.05,,111000,1
10010,99999,20201104,33.6,31.2,986.6,985.4,6.1,18.3,26.8,50.9,39.2,30.0,0.09,,11000,1
10010,99999,20201105,31.2,28.6,987.0,985.8,3.4,15.6,31.9,54.2,38.3,28.4,0.45,,11000,1
10010,99999,20201106,33.5,30.8,987.9,986.8,3.8,11.4,23.5,33.6,37.9,28.0,0.17,,11000,1
10010,99999,20201107,28.1,23.9,1006.8,1005.6,16.4,7.2,15.5,23.3,32.7,24.8,0.16,,1000,1
10010,99999,20201108,30.4,25.3,1005.7,1004.5,6.9,18.0,24.7,38.7,37.0,22.8,0.24,,11000,1
10010,99999,20201109,28.9,22.5,1021.9,1020.8,21.7,10.9,17.9,28.2,37.8,19.9,0.01,,0,1
10010,99999,20201110,38.1,37.5,1006.6,1005.4,0.7,8.7,18.6,24.3,41.0,35.8,0.29,0.4,110000,1
10010,99999,20201111,37.2,35.2,990.9,989.7,1.6,17.6,39.6,57.1,40.8,32.4,0.26,,110000,1
10010,99999,20201112,32.4,29.6,995.6,994.4,6.4,4.9,12.8,18.1,36.5,29.8,0.37,,101000,1
10010,99999,20201113,35.8,34.6,990.1,989.0,5.3,10.6,19.4,25.8,39.6,30.6,0.06,,110000,1
10010,99999,20201114,33.6,31.8,981.1,980.0,1.0,15.5,41.6,53.6,39.0,25.3,0.51,0.4,11000,1
10010,99999,20201115,23.2,14.4,1002.3,1001.1,23.8,14.5,32.4,45.8,26.8,19.9,0.36,,0,1
10010,99999,20201116,22.7,13.7,1005.7,1004.4,19.7,12.9,26.4,43.5,27.5,19.9,0.0,,0,1
10010,99999,20201118,19.6,7.3,1010.9,1009.7,,20.9,27.6,47.8,23.2,17.8,0.0,,0,1
10010,99999,20201119,25.6,15.9,1013.6,1012.4,25.4,7.9,15.3,30.7,29.8,19.9,0.0,,0,1
10010,99999,20201120,32.8,28.8,1003.0,1001.8,8.4,9.0,19.8,27.0,35.8,24.3,0.01,,10000,1
10010,99999,20201121,34.0,30.2,984.9,983.8,6.1,25.9,36.1,44.5,37.2,32.4,0.01,,11000,1
10010,99999,20201123,29.0,25.5,1002.6,1001.4,6.4,5.5,12.4,16.1,32.0,25.0,0.14,,1000,1
10010,99999,20201124,25.3,18.7,1005.5,1004.3,8.3,14.8,25.8,34.4,30.2,20.7,0.03,,1000,1
10010,99999,20201125,20.4,12.9,1011.1,1009.9,11.9,6.8,17.9,26.0,23.5,17.1,0.01,,1000,1
10010,99999,20201126,32.3,28.3,992.1,991.0,3.8,21.6,31.3,40.6,37.0,17.1,0.15,,11000,1
10010,99999,20201127,35.4,29.6,985.1,983.9,7.4,23.7,32.2,48.8,37.0,33.6,0.04,,1000,1
10010,99999,20201128,32.7,26.6,995.2,994.0,8.0,20.7,32.2,45.8,36.1,24.6,0.01,,0,1
10010,99999,20201129,22.3,15.3,1004.3,1003.1,10.4,13.8,20.6,33.2,32.7,20.5,0.01,,1000,1
10010,99999,20201130,19.8,10.3,1012.0,1010.8,12.9,9.3,18.5,28.4,21.7,16.5,0.0,,1000,1
10010,99999,20201201,27.4,24.3,999.5,998.4,7.3,18.4,33.8,49.7,34.7,14.9,0.09,,1000,1
10010,99999,20201202,28.5,27.2,983.0,981.8,0.7,28.6,46.8,68.4,34.9,21.0,0.42,,11000,1
10010,99999,20201203,20.2,16.1,1010.7,1009.5,0.6,37.9,46.4,64.9,22.8,18.1,0.96,,1000,1
10010,99999,20201204,19.0,10.3,1024.9,1023.7,8.8,18.5,29.9,44.9,21.6,17.2,0.08,,0,1
10010,99999,20201205,22.6,16.3,1018.6,1017.4,11.1,11.0,21.6,35.0,29.8,12.9,0.01,,1000,1
10010,99999,20201206,30.0,24.6,1012.2,1011.0,6.0,14.9,21.4,35.2,32.0,27.7,0.08,,1000,1
10010,99999,20201207,26.3,22.6,1018.5,1017.3,12.7,3.8,9.9,18.8,32.0,21.4,0.07,,1000,1
10010,99999,20201208,30.5,27.1,1016.4,1015.2,14.4,7.0,11.5,14.6,33.3,25.0,0.04,,1000,1
10010,99999,20201209,29.2,26.6,1008.5,1007.3,9.8,2.9,5.8,,31.8,24.6,0.07,,111000,1
10010,99999,20201210,33.5,29.5,1005.5,1004.3,7.2,12.5,22.3,28.9,36.3,28.8,0.01,,11000,1
10010,99999,20201211,36.6,34.6,1010.0,1008.8,3.2,3.0,14.8,19.4,38.5,34.9,0.21,,10000,1
10010,99999,20201212,33.9,30.7,1017.7,1016.5,7.8,5.8,10.5,14.6,38.5,31.8,0.0,,0,0
10010,99999,20201213,31.5,27.0,1020.4,1019.2,10.4,6.3,13.6,15.5,33.4,28.0,0.0,,0,0
10010,99999,20201214,29.5,25.2,1016.8,1015.6,10.9,7.9,16.1,21.4,32.0,25.7,0.0,,0,0
10010,99999,20201215,24.8,20.6,1016.4,1015.2,14.0,8.9,12.8,20.8,28.8,22.8,0.0,,1000,1
10010,99999,20201216,30.4,26.9,1018.1,1016.9,11.4,12.3,20.0,26.2,31.8,22.8,0.02,,1000,1
10010,99999,20201217,31.2,26.9,1013.2,1012.0,12.4,11.6,23.7,32.1,33.8,28.9,0.01,,0,1
10010,99999,20201218,30.6,25.9,1007.2,1006.0,8.0,19.8,29.7,41.2,35.6,27.9,0.0,,1000,1
10010,99999,20201219,35.3,27.9,,998.7,9.1,26.6,34.6,56.1,38.1,30.2,0.0,,11000,1
10010,99999,20201220,31.8,26.3,996.6,995.4,5.4,29.3,37.1,61.0,36.5,26.2,0.01,,11000,1
10010,99999,20201221,28.1,26.4,996.9,995.7,0.2,31.6,38.5,54.4,29.8,25.7,0.18,,1000,1
10010,99999,20201222,22.9,20.1,1005.6,1004.4,1.8,20.0,28.4,39.8,29.7,16.2,0.41,,11000,1
10010,99999,20201223,17.6,9.7,1014.7,1013.5,11.9,18.1,28.0,44.5,23.9,14.0,0.1,,1000,1
10010,99999,20201224,28.1,23.2,1013.1,1011.9,13.5,9.4,26.2,31.9,34.7,19.6,0.0,,10000,1
10010,99999,20201225,35.3,33.9,980.5,979.3,2.4,16.3,25.1,38.1,37.0,32.9,0.39,,10000,1
10010,99999,20201226,35.2,31.8,980.2,979.1,5.6,14.7,20.4,29.5,38.3,33.4,0.52,,11100,1
10010,99999,20201227,33.9,27.5,1004.6,1003.4,7.9,25.2,34.2,50.1,39.6,29.1,0.02,,11000,1
10010,99999,20201228,30.2,23.3,1008.7,1007.5,9.3,29.2,38.9,49.9,31.3,29.5,0.0,,0,1
10010,99999,20201229,30.5,28.7,1001.1,,2.6,30.0,36.1,49.7,31.3,29.3,0.0,,1000,1
10010,99999,20201230,31.1,29.4,1002.2,1001.0,2.1,25.8,30.3,40.0,32.4,29.3,0.59,,1000,1
10010,99999,20201231,26.8,24.4,1011.9,1010.8,1.5,24.9,32.8,42.0,30.2,24.6,0.29,,1000,1
10014,99999,20200110,34.8,31.3,,,6.2,5.1,14.0,,37.4,32.0,0.0,,0,0
10014,99999,20200122,40.0,36.6,,,6.2,3.6,7.0,,42.8,37.4,0.0,,0,0
10014,99999,20200202,39.7,33.3,,,6.2,4.2,8.0,,44.6,35.6,0.0,,0,0
10014,99999,20200216,43.1,36.8,,,6.2,15.6,18.1,35.0,44.6,41.0,0.0,,0,1
10014,99999,20200219,38.8,36.3,,,6.2,8.1,11.1,,42.8,35.6,0.0,,0,0
10014,99999,20200225,37.7,19.0,,,6.2,5.3,11.1,,39.2,35.6,0.0,,0,0
10014,99999,20200304,41.4,34.3,,,6.2,3.8,7.0,,48.2,37.4,0.0,,0,0
10014,99999,20200306,39.8,29.0,,,6.2,6.1,11.1,,46.4,35.6,0.0,,0,0
10014,99999,20200309,43.2,40.3,,,6.2,8.4,13.0,,46.4,41.0,0.0,,0,0
10014,99999,20200313,34.8,20.4,,,6.2,17.1,26.0,39.0,37.4,32.0,0.0,,0,1
10014,99999,20200317,45.3,41.2,,,6.2,8.9,12.0,24.1,46.4,42.8,0.0,,0,0
10014,99999,20200320,42.5,36.9,,,6.2,4.7,8.9,,46.4,37.4,0.0,,0,0
10014,99999,20200323,42.6,31.1,,,6.2,19.9,26.0,39.0,44.6,39.2,0.0,,0,1
10014,99999,20200324,44.6,33.5,,,6.2,21.1,25.1,42.0,46.4,42.8,0.0,,0,1
10014,99999,20200327,45.3,39.2,,,6.1,4.5,7.0,,51.8,39.2,0.0,,0,0
10014,99999,20200330,42.3,32.0,,,6.2,11.0,15.9,,46.4,39.2,0.0,,0,0
10014,99999,20200406,58.6,33.1,,,6.2,21.4,25.1,36.9,62.6,51.8,0.0,,0,1
10014,99999,20200407,47.1,41.5,,,6.2,4.2,8.9,,51.8,41.0,0.0,,0,0
10014,99999,20200416,42.6,35.6,,,6.2,12.9,17.1,27.0,46.4,39.2,0.0,,0,1
10014,99999,20200417,43.2,28.6,,,6.2,6.6,8.9,,50.0,35.6,0.0,,0,0
10014,99999,20200420,54.9,37.4,,,6.2,3.0,6.0,,66.2,42.8,0.0,,0,0
10014,99999,20200421,57.7,37.2,,,6.2,4.4,8.9,,64.4,50.0,0.0,,0,0
10014,99999,20200422,58.1,37.0,,,6.2,4.5,8.9,,62.6,50.0,0.0,,0,0
10014,99999,20200423,47.8,43.2,,,6.2,6.9,9.9,,51.8,44.6,0.0,,0,0
10014,99999,20200424,48.0,38.1,,,6.2,14.3,18.1,28.0,51.8,44.6,0.0,,0,1
10014,99999,20200427,46.2,37.6,,,6.2,4.7,6.0,,51.8,42.8,0.0,,0,0
10014,99999,20200428,50.0,33.6,,,6.2,5.5,8.0,,55.4,41.0,0.0,,0,0
10014,99999,20200429,46.9,34.7,,,6.2,9.1,11.1,,50.0,41.0,0.0,,0,0
10014,99999,20200504,44.8,32.2,,,6.2,12.6,17.1,,48.2,41.0,0.0,,0,0
10014,99999,20200505,46.6,32.2,,,6.2,5.8,8.9,,50.0,41.0,0.0,,0,0
10014,99999,20200506,49.3,44.4,,,6.2,9.7,14.0,,53.6,46.4,0.0,,0,0
10014,99999,20200507,46.8,39.6,,,6.2,2.2,5.1,,50.0,42.8,0.0,,0,0
10014,99999,20200508,48.2,43.2,,,6.2,6.5,8.9,,51.8,44.6,0.0,,0,0
10014,99999,20200513,43.7,28.8,,,6.2,11.5,14.0,,46.4,39.2,0.0,,0,0
10014,99999,20200515,43.5,34.0,,,6.2,11.0,15.0,,46.4,41.0,0.0,,0,0
10014,99999,20200518,48.9,37.6,,,6.2,3.0,6.0,,53.6,42.8,0.0,,0,0
10014,99999,20200519,49.1,34.7,,,6.2,7.9,11.1,,51.8,44.6,0.0,,0,0
10014,99999,20200520,53.8,35.6,,,6.2,3.6,8.0,,59.0,46.4,0.0,,0,0
10014,99999,20200527,53.4,47.1,,,6.2,8.3,12.0,,55.4,50.0,0.0,,0,0
10014,99999,20200528,53.2,39.6,,,6.2,5.7,9.9,,57.2,46.4,0.0,,0,0
10014,99999,20200529,57.7,41.7,,,6.2,4.0,8.9,,62.6,51.8,0.0,,0,0
10014,99999,20200602,61.2,44.8,,,6.2,5.4,8.0,,64.4,55.4,0.0,,0,0
10014,99999,20200603,59.0,51.1,,,6.2,4.7,8.9,,66.2,53.6,0.0,,0,0
10014,99999,20200608,52.1,41.6,,,6.2,11.1,15.9,,55.4,48.2,0.0,,0,0
10014,99999,20200609,55.1,47.4,,,6.2,4.4,8.0,,57.2,50.0,0.0,,0,0
10014,99999,20200610,56.5,47.1,,,6.2,3.1,6.0,,59.0,50.0,0.0,,0,0
10014,99999,20200611,65.7,49.2,,,6.2,6.1,13.0,,75.2,57.2,0.0,,0,0
10014,99999,20200612,73.6,43.9,,,6.2,8.9,9.9,,78.8,69.8,0.0,,0,0
10014,99999,20200615,67.7,57.2,,,6.2,4.7,8.0,,71.6,62.6,0.0,,0,0
10014,99999,20200616,69.1,54.9,,,6.2,6.0,11.1,,71.6,62.6,0.0,,0,0
10014,99999,20200617,59.7,57.4,,,3.6,5.0,8.0,,66.2,55.4,0.0,,100000,1
10014,99999,20200618,61.1,58.2,,,3.8,5.3,6.0,,68.0,55.4,0.0,,100000,1
10014,99999,20200619,74.6,56.9,,,6.2,5.0,7.0,,80.6,68.0,0.0,,0,0
10014,99999,20200622,63.5,55.6,,,6.2,5.0,8.0,,69.8,57.2,0.0,,0,0
10014,99999,20200623,63.3,48.9,,,6.2,11.2,14.0,,68.0,59.0,0.0,,0,0
10014,99999,20200624,69.6,57.4,,,6.2,7.1,8.9,,75.2,62.6,0.0,,0,0
10014,99999,20200625,72.4,56.2,,,6.2,4.0,5.1,,75.2,66.2,0.0,,0,0
10014,99999,20200626,78.1,55.6,,,6.2,7.8,9.9,,82.4,71.6,0.0,,0,0
10014,99999,20200630,59.9,50.9,,,6.2,5.0,8.0,,62.6,57.2,0.0,,0,0
10014,99999,20200701,58.4,45.2,,,6.2,7.7,11.1,,62.6,55.4,0.0,,0,0
10014,99999,20200709,57.4,45.3,,,6.2,7.9,11.1,,60.8,53.6,0.0,,0,0
10014,99999,20200710,58.3,46.4,,,6.2,10.7,15.0,,60.8,53.6,0.0,,0,0
10014,99999,20200715,59.4,53.8,,,6.2,2.7,7.0,,64.4,55.4,0.0,,0,0
10014,99999,20200716,63.1,52.9,,,6.2,3.9,6.0,,69.8,57.2,0.0,,0,0
10014,99999,20200722,56.2,47.7,,,6.2,3.4,8.0,,60.8,51.8,0.0,,0,0
10014,99999,20200723,60.3,46.2,,,6.2,5.5,7.0,,68.0,53.6,0.0,,0,0
10014,99999,20200724,60.1,51.1,,,6.2,3.8,5.1,,64.4,53.6,0.0,,0,0
10014,99999,20200731,63.0,56.5,,,6.2,3.1,5.1,,69.8,57.2,0.0,,0,0
10014,99999,20200803,57.2,50.7,,,6.2,8.4,11.1,,60.8,53.6,0.0,,0,0
10014,99999,20200807,65.1,60.8,,,6.2,7.9,11.1,,68.0,62.6,0.0,,0,0
10014,99999,20200809,63.5,53.9,,,6.2,13.3,15.0,22.0,64.4,62.6,0.0,,0,0
10014,99999,20200810,62.1,57.4,,,6.2,4.0,8.0,,68.0,51.8,0.0,,100000,1
10014,99999,20200811,69.5,57.3,,,6.2,4.3,8.9,,73.4,62.6,0.0,,0,0
10014,99999,20200812,75.8,61.1,,,6.2,3.2,6.0,,82.4,66.2,0.0,,0,0
10014,99999,20200813,71.2,62.6,,,6.2,3.0,6.0,,75.2,66.2,0.0,,0,0
10014,99999,20200816,70.1,61.8,,,6.2,4.4,6.0,,73.4,64.4,0.0,,100000,1
10014,99999,20200817,67.2,59.9,,,4.4,2.5,8.0,,82.4,57.2,0.0,,100000,1
10014,99999,20200818,76.2,56.8,,,6.2,5.7,8.9,,84.2,71.6,0.0,,0,0
10014,99999,20200819,66.3,60.9,,,6.2,3.0,5.1,,71.6,60.8,0.0,,0,0
10014,99999,20200825,55.9,48.4,,,6.2,3.9,7.0,,59.0,50.0,0.0,,0,0
10014,99999,20200826,59.2,48.7,,,6.2,5.3,8.9,,64.4,51.8,0.0,,0,0
10014,99999,20200827,59.6,49.0,,,6.2,8.4,14.0,,62.6,53.6,0.0,,0,0
10014,99999,20200828,62.9,48.8,,,6.2,4.5,9.9,,68.0,59.0,0.0,,0,0
10014,99999,20200830,58.0,47.2,,,6.2,13.8,18.1,28.0,60.8,53.6,0.0,,0,1
10014,99999,20200831,56.5,45.7,,,6.2,4.9,8.9,,62.6,48.2,0.0,,0,0
10014,99999,20200901,62.3,50.0,,,6.2,6.0,8.0,,66.2,60.8,0.0,,0,0
10014,99999,20200902,65.1,49.6,,,6.2,11.4,14.0,24.1,68.0,60.8,0.0,,0,0
10014,99999,20200910,51.5,40.8,,,6.2,4.8,8.0,,53.6,48.2,0.0,,0,0
10014,99999,20200914,57.5,57.2,,,6.2,7.8,9.9,,59.0,57.2,0.0,,0,0
10014,99999,20200916,56.3,42.8,,,6.2,14.3,19.0,,57.2,55.4,0.0,,0,0
10014,99999,20200917,60.8,50.0,,,6.2,7.3,13.0,,62.6,53.6,0.0,,0,0
10014,99999,20200920,53.3,50.3,,,6.2,5.2,8.0,,57.2,46.4,0.0,,0,0
10014,99999,20200927,56.5,48.7,,,6.2,2.4,5.1,,64.4,48.2,0.0,,0,0
10014,99999,20200928,56.9,53.1,,,6.2,4.2,8.0,,62.6,51.8,0.0,,0,0
10014,99999,20201001,62.0,46.0,,,6.2,16.3,19.0,32.1,64.4,60.8,0.0,,0,1
10014,99999,20201002,64.1,45.6,,,6.2,18.9,21.0,31.1,66.2,62.6,0.0,,0,1
10014,99999,20201005,58.6,45.4,,,6.2,8.9,14.0,,62.6,53.6,0.0,,0,0
10014,99999,20201011,49.3,42.6,,,6.2,9.0,15.0,,55.4,41.0,0.0,,0,0
10014,99999,20201013,54.5,39.5,,,6.2,4.3,6.0,,57.2,51.8,0.0,,0,0
10014,99999,20201014,51.4,39.8,,,6.2,5.2,8.9,,53.6,46.4,0.0,,0,0
10014,99999,20201015,53.1,43.1,,,6.2,4.4,6.0,,55.4,48.2,0.0,,0,0
10014,99999,20201016,52.6,41.5,,,6.2,6.6,8.0,,53.6,50.0,0.0,,0,0
10014,99999,20201018,43.8,33.1,,,6.2,10.8,17.1,,46.4,41.0,0.0,,0,0
10014,99999,20201022,49.2,47.9,,,6.2,2.1,5.1,,51.8,46.4,0.0,,0,0
10014,99999,20201023,46.8,37.4,,,6.2,6.3,11.1,,48.2,44.6,0.0,,0,0
10014,99999,20201108,44.4,43.2,,,6.2,5.4,8.9,,48.2,42.8,0.0,,100000,1
10014,99999,20201109,47.8,38.5,,,6.2,7.3,9.9,,50.0,44.6,0.0,,0,0
10014,99999,20201111,51.0,44.6,,,6.2,12.2,15.9,26.0,51.8,50.0,0.0,,0,1
10014,99999,20201112,52.8,39.7,,,6.2,13.1,15.0,,53.6,51.8,0.0,,0,0
10014,99999,20201120,35.8,32.4,,,6.2,7.4,12.0,,37.4,33.8,0.0,,0,0
10014,99999,20201127,39.8,31.2,,,6.2,10.1,12.0,,41.0,37.4,0.0,,0,0
10014,99999,20201201,39.3,34.2,,,6.2,4.3,12.0,,42.8,37.4,0.0,,0,0
10014,99999,20201206,43.4,32.9,,,6.2,7.0,9.9,,44.6,41.0,0.0,,0,0
10014,99999,20201209,43.0,32.0,,,6.2,9.1,13.0,,44.6,41.0,0.0,,0,0
